id,product_name,price,currency,store_name,image_url,product_link,price_tags
199,Cucumber Kisumu,117,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/hc8/hcd/12461736296478/1452_Main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/cucumber/cucumber-kisumu/p/1452,Budget
200,Capsicum Yellow,335,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/hc0/h37/16975671394334/1422_main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/capsicum-chilli/capsicum-yellow/p/1422,Budget
201,Ginger Loose,47,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/hfa/h1f/17291773181982/1544_main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/garlic-ginger/ginger-loose/p/1544,Budget
202,Tree Tomato,278,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/hd5/hc4/12461722533918/1382_Main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/exotic-fruit/tree-tomato/p/1382,Budget
203,Pixie,184,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/h36/hf2/26676010450974/1588_main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/clementine-mandarin/pixie/p/1588,Budget
204,Imported Tangerine,263,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/h4b/h55/12461713293342/1328_Main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/clementine-mandarin/tangerine-import/p/1328,Budget
205,Black Passion Fruit,143,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/hc0/h2a/26449835786270/1387_main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/exotic-fruit/passion-fruit-black/p/1387,Budget
206,Red Apple crisp,183,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/hc2/h94/16873258680350/73095_main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/apple/apple-crisp-red/p/73095,Budget
207,Garlic Loose,139,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/h59/h6b/17291779637278/1543_main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/garlic-ginger/garlic-loose/p/1543,Budget
208,Eva Sesame & Honey Coated Dates,569,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/h10/hfd/49830376407070/1700Wx1700H_194305_main.jpg?im=Resize=400,https://www.carrefour.ke/mafken/en/dates/eva-sesame-honey-coated-date/p/194305,Budget
209,Imported Pomelo,699,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/ha3/hfb/27011623059486/1332_main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/grapefruit-pomelo/pomelo-import/p/1332,Budget
210,Managu Bunch,29,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/h5a/hd0/17384903573534/1487_main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/fresh-herbs/managu-bunch/p/1487,Budget
211,Whole Pumpkin,55,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/hc6/h59/26676197818398/4362_main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/cabbage/pumpkin-whole/p/4362,Budget
212,Loose Potato,34,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/h9b/h0b/26676143980574/1533_main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/potato/potato-loose/p/1533,Budget
213,Local Turmeric 250G,95,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/hd3/h63/32726478225438/171919_main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/garlic-ginger/turmeric-local-250g/p/171919,Budget
214,Garlic pack pack of 4,99,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/hf8/h37/17292511215646/73777_main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/garlic-ginger/garlic-4-heads-pack/p/73777,Budget
215,Irio Mix Pack,195,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/hb8/h03/17307495890974/42017_main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/cut-vegetables/irio-mix-pack/p/42017,Budget
216,Zucchini Loose,107,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/hdf/h12/12461733019678/1441_Main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/zucchini/zucchini-loose/p/1441,Budget
217,Local Lime,51,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/hc1/hcb/12461714604062/1335_Main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/lemon-lime/lime-local/p/1335,Budget
218,Matoke Banana,69,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/h9d/h64/16872772665374/1367_main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/banana/banana-matoke/p/1367,Budget
219,Red Sweet Potato,72,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/h0c/h91/26676236156958/82279_main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/potato/potato-sweet-red/p/82279,Budget
220,Red Cherry Tomato Pack,149,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/he6/h71/12461732364318/1439_Main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/tomato/tomato-cherry-red-pack/p/1439,Budget
221,Yellow Onion,115,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/h59/h81/26402341584926/1547_main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/onion-shalots/onion-yellow/p/1547,Budget
222,Local Tangerine,70,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/h0f/h03/12461712965662/1326_Main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/clementine-mandarin/tangerine-local/p/1326,Budget
223,Green Dudhi Pumpkin,350,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/h74/h75/26676147486750/1504_main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/cabbage/pumpkin-green-dudhi/p/1504,Budget
224,Beef Tomato,209,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/h76/h7c/12461732036638/1438_Main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/tomato/tomato-beef/p/1438,Budget
225,Assortment Pack Aromatic,195,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/hf8/h0b/51409331093534/1700Wx1700H_6599_main.jpg?im=Resize=400,https://www.carrefour.ke/mafken/en/cut-vegetables/aromatic-assortment-pack/p/6599,Budget
226,Orange Valencia Imported,109,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/h03/hca/26402328739870/1341_main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/orange/orange-valencia-imported/p/1341,Budget
227,Fresh Celery,147,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/h34/h02/12461746126878/1498_Main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/fresh-herbs/celery-stick/p/1498,Budget
228,Tricolor Capsicum,103,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/he4/h52/16975841460254/73646_main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/capsicum-chilli/capsicum-tricolor-pack/p/73646,Budget
229,Pixie Bag 1Kg,369,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/hae/hf8/26676010287134/154212_main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/clementine-mandarin/pixie-bag-1kg/p/154212,Budget
230,Green Apple,183,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/hff/hbb/12461706084382/1283_Main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/apple/apple-green/p/1283,Budget
231,American Sweet Potato 2Kg,325,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/h62/h14/44484997677086/1700Wx1700H_166403_main.jpg?im=Resize=400,https://www.carrefour.ke/mafken/en/potato/potato-sweet-american-2kg/p/166403,Budget
232,White Grapes Pack,444,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/h6f/ha1/17320182415390/1565_main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/grapes/grapes-white-pack-500g/p/1565,Budget
233,Capsicum Orange,204,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/h0d/h20/16975668445214/1423_main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/capsicum-chilli/capsicum-orange/p/1423,Budget
234,Dragon Fruit,536,KShs,Carrefour,https://cdnprod.mafretailproxy.com/sys-master-root/h91/hdb/29146154041374/1375_main.jpg_1700Wx1700H?im=Resize=400,https://www.carrefour.ke/mafken/en/exotic-fruit/dragon-fruit/p/1375,Budget
235,Yellow/red Capsicum P..,350,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/yellowred-capsicum-per-kg.jpg,https://cleanshelf.co.ke/product/yellowred-capsicum-per-kg,Budget
236,Yellow Passion Fruit ..,275,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/yellow-passion-fruit-per-kg.jpg,https://cleanshelf.co.ke/product/yellow-passion-fruit-per-kg,Budget
237,Kiwi Fruit..,115,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/xkyznd1sgdlm3ct7a3s7nkpbpezcubou.jpg,https://cleanshelf.co.ke/product/kiwi-fruit,Budget
238,White Onions Per Kg..,240,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/white-onions-per-kg.jpg,https://cleanshelf.co.ke/product/white-onions-per-kg,Budget
239,Water Melon Per Kg..,100,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/water-melon-per-kg.jpg,https://cleanshelf.co.ke/product/water-melon-per-kg,Budget
240,Green Capsicum Per Kg..,180,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/vpyao8gs1ltmjemg1igbvm5ucpvarezk.jpg,https://cleanshelf.co.ke/product/green-capsicum-per-kg,Budget
241,Unpeeled Green Peas P..,150,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/unpeeled-green-peas-per-kg.jpg,https://cleanshelf.co.ke/product/unpeeled-green-peas-per-kg,Budget
242,Thyme Per Bunch..,40,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/thyme-per-bunch.jpg,https://cleanshelf.co.ke/product/thyme-per-bunch,Budget
243,Thorn Melon..,40,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/thorn-melon.jpg,https://cleanshelf.co.ke/product/thorn-melon,Budget
244,Terere P/pc..,30,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/terere-ppc.jpg,https://cleanshelf.co.ke/product/terere-ppc,Budget
245,Tangerine Per Kg..,450,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/tangerine-per-kg.jpg,https://cleanshelf.co.ke/product/tangerine-per-kg,Budget
246,Tangerine Per Pc..,65,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/tangerine-1pc.jpg,https://cleanshelf.co.ke/product/tangerine-per-pc,Budget
247,Sweet Potatoes Red Pe..,150,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/sweet-potatoes-per-kg.jpg,https://cleanshelf.co.ke/product/sweet-potatoes-red-per-kg,Budget
248,Sweet Potato White Pe..,150,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/sweet-potato-white-per-kg.jpg,https://cleanshelf.co.ke/product/sweet-potato-white-per-kg,Budget
249,Sweet Corn Per Kg..,325,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/sweet-corn-per-kg.jpg,https://cleanshelf.co.ke/product/sweet-corn-per-kg,Budget
250,Yellow/red Capsicum P..,350,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/yellowred-capsicum-per-kg.jpg,http://cleanshelf.co.ke/product/yellowred-capsicum-per-kg,Budget
251,Yellow Passion Fruit ..,275,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/yellow-passion-fruit-per-kg.jpg,http://cleanshelf.co.ke/product/yellow-passion-fruit-per-kg,Budget
252,Kiwi Fruit..,115,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/xkyznd1sgdlm3ct7a3s7nkpbpezcubou.jpg,http://cleanshelf.co.ke/product/kiwi-fruit,Budget
253,White Onions Per Kg..,240,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/white-onions-per-kg.jpg,http://cleanshelf.co.ke/product/white-onions-per-kg,Budget
254,Water Melon Per Kg..,100,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/water-melon-per-kg.jpg,http://cleanshelf.co.ke/product/water-melon-per-kg,Budget
255,Green Capsicum Per Kg..,180,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/vpyao8gs1ltmjemg1igbvm5ucpvarezk.jpg,http://cleanshelf.co.ke/product/green-capsicum-per-kg,Budget
256,Ripe Bananas Per Kg..,105,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/ripe-bananas-3pc.jpg,http://cleanshelf.co.ke/product/ripe-bananas-per-kg,Budget
257,Red Seedless 500gm ..,360,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/red-seedless-500gm.png,http://cleanshelf.co.ke/product/red-seedless-500gm,Budget
258,Red Pears Per Kg..,365,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/red-pears.jpg,http://cleanshelf.co.ke/product/red-pears-per-kg,Budget
259,Red Passion Fruit Per..,350,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/red-passion-fruit-per-kg.png,http://cleanshelf.co.ke/product/red-passion-fruit-per-kg,Budget
260,Red Onions Per Kg..,220,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/red-onions-per-kg.jpg,http://cleanshelf.co.ke/product/red-onions-per-kg,Budget
261,Red Onions 3pc..,20,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/red-onions-3pc.jpg,http://cleanshelf.co.ke/product/red-onions-3pc,Budget
262,Sweet Potatoes Red Pe..,150,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/sweet-potatoes-per-kg.jpg,http://cleanshelf.co.ke/product/sweet-potatoes-red-per-kg,Budget
263,Sweet Potato White Pe..,150,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/sweet-potato-white-per-kg.jpg,http://cleanshelf.co.ke/product/sweet-potato-white-per-kg,Budget
264,Sweet Corn Per Kg..,325,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/sweet-corn-per-kg.jpg,http://cleanshelf.co.ke/product/sweet-corn-per-kg,Budget
265,Sweet Banana Per Kg..,190,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/sweet-banana-per-kg.jpg,http://cleanshelf.co.ke/product/sweet-banana-per-kg,Budget
266,Sukuma P/ Pc..,30,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/sukuma-p-pc.jpg,http://cleanshelf.co.ke/product/sukuma-p-pc,Budget
267,Strawberry S.zize..,120,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/strawberry-szize.Zize,http://cleanshelf.co.ke/product/strawberry-szize,Budget
268,Strawberries Pack..,120,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/strawberries-pack.jpg,http://cleanshelf.co.ke/product/strawberries-pack,Budget
269,Spinach P/ Pc..,30,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/spinanch-p-pc.jpg,http://cleanshelf.co.ke/product/spinach-p-pc,Budget
270,Sagheti..,30,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/sagheti.png,http://cleanshelf.co.ke/product/sagheti,Budget
271,Royal Gala..,35,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/royal-gala.jpg,http://cleanshelf.co.ke/product/royal-gala,Budget
272,Royal Gala 6's..,255,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/royal-gala-6s.jpg,http://cleanshelf.co.ke/product/royal-gala-6s,Budget
273,Rose Marry..,30,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/rose-marry.jpg,http://cleanshelf.co.ke/product/rose-marry,Budget
274,Unpeeled Green Peas P..,150,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/unpeeled-green-peas-per-kg.jpg,http://cleanshelf.co.ke/product/unpeeled-green-peas-per-kg,Budget
275,Thyme Per Bunch..,40,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/thyme-per-bunch.jpg,http://cleanshelf.co.ke/product/thyme-per-bunch,Budget
276,Thorn Melon..,40,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/thorn-melon.jpg,http://cleanshelf.co.ke/product/thorn-melon,Budget
277,Terere P/pc..,30,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/terere-ppc.jpg,http://cleanshelf.co.ke/product/terere-ppc,Budget
278,Tangerine Per Kg..,450,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/tangerine-per-kg.jpg,http://cleanshelf.co.ke/product/tangerine-per-kg,Budget
279,Tangerine Per Pc..,65,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/tangerine-1pc.jpg,http://cleanshelf.co.ke/product/tangerine-per-pc,Budget
280,Green Apple Pp 4's..,170,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/green-apple-pp-4s.jpg,http://cleanshelf.co.ke/product/green-apple-pp-4s,Budget
281,Green Apple 1pc..,45,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/green-apple-1pc.jpg,http://cleanshelf.co.ke/product/green-apple-1pc,Budget
282,Ginger Per Kg..,300,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/ginger-per-kg.jpg,http://cleanshelf.co.ke/product/ginger-per-kg,Budget
283,Garlic 1pc..,38,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/garlic-1pc.png,http://cleanshelf.co.ke/product/garlic-1pc,Budget
284,Garden Peas Per Kg..,595,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/garden-peas-per-kg.jfif,http://cleanshelf.co.ke/product/garden-peas-per-kg,Budget
285,French Beans Per Kg..,120,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/french-beans-per-kg.jpg,http://cleanshelf.co.ke/product/french-beans-per-kg,Budget
286,Leaky Onions..,160,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/leaky-onions.jpg,http://cleanshelf.co.ke/product/leaky-onions,Budget
287,Kunde..,30,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/kunde.png,http://cleanshelf.co.ke/product/kunde,Budget
288,Ribena..,215,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/kjvcrpm1hxu0uwziajvhs58tlb6jhyay.jpg,http://cleanshelf.co.ke/product/ribena,Budget
289,Kales..,28,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/kales.jpg,http://cleanshelf.co.ke/product/kales,Budget
290,Kahurura..,28,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/kahurura.jpg,http://cleanshelf.co.ke/product/kahurura,Budget
291,Oranges Local Per Kg..,95,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/j3cwj7jzjpgh80wjqwsja6gel7hyhqka.jpg,http://cleanshelf.co.ke/product/oranges-local-per-kg,Budget
292,Pineapples..,125,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/pineapples.jpg,http://cleanshelf.co.ke/product/pineapples,Budget
293,Pawpaw..,150,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/pawpaw.jpg,http://cleanshelf.co.ke/product/pawpaw,Budget
294,Parsley Veg..,35,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/parsley-veg.jpg,http://cleanshelf.co.ke/product/parsley-veg,Budget
295,Oranges Local 5pack..,280,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/oranges-local-5pack.jpg,http://cleanshelf.co.ke/product/oranges-local-5pack,Budget
296,Okra Per 1kg..,190,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/okra-per-1kg.jpg,http://cleanshelf.co.ke/product/okra-per-1kg,Budget
297,Water Melon 1pc..,70,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/nkuwrqjluy70kvvvd5u8csdkyrjxyrhf.jpg,http://cleanshelf.co.ke/product/water-melon-1pc,Budget
298,Potatoes Per Kg..,130,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/potatoes-per-kg.jpg,http://cleanshelf.co.ke/product/potatoes-per-kg,Budget
299,Pommegranate Per Kg..,705,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/pommegranate.jpg,http://cleanshelf.co.ke/product/pommegranate-per-kg,Budget
300,Plantain Per Kg..,375,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/plantain-per-kg.png,http://cleanshelf.co.ke/product/plantain-per-kg,Budget
301,Pink Lady Apples..,45,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/pink-lady-apples.jpg,http://cleanshelf.co.ke/product/pink-lady-apples,Budget
302,Pink Lady Apples 6pc..,255,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/pink-lady-apples-6pc.jpg,http://cleanshelf.co.ke/product/pink-lady-apples-6pc,Budget
303,Pink Lady Apples 4's..,170,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/pink-lady-apples-4s.jpg,http://cleanshelf.co.ke/product/pink-lady-apples-4s,Budget
304,Imported Lemon Per Kg..,370,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/imported-lemon-per-kg.jpeg,http://cleanshelf.co.ke/product/imported-lemon-per-kg,Budget
305,Mangoes 1pc..,40,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/h7qf1li4uceurv54thuaosdqzfbxfz6i.jpeg,http://cleanshelf.co.ke/product/mangoes-1pc,Budget
306,Green Pears..,425,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/green-pears.jpg,http://cleanshelf.co.ke/product/green-pears,Budget
307,Green Bananas Per Kg..,100,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/green-bananas-3pcs.jpg,http://cleanshelf.co.ke/product/green-bananas-per-kg,Budget
308,Green Banana 1pc..,10,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/green-banana-1pc.jpg,http://cleanshelf.co.ke/product/green-banana-1pc,Budget
309,Green Apple Pp 6's..,255,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/green-apple-pp-6s.png,http://cleanshelf.co.ke/product/green-apple-pp-6s,Budget
310,Red Grapes P/pack..,360,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/red-grapes-ppack.jpg,http://cleanshelf.co.ke/product/red-grapes-ppack,Budget
311,Red Cabbage..,170,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/red-cabbage.jpg,http://cleanshelf.co.ke/product/red-cabbage,Budget
312,Top Red Apple 1pc..,36,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/red-apple-1pc.jpg,http://cleanshelf.co.ke/product/top-red-apple-1pc,Budget
313,Pumpkin Full..,145,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/pumpkin-full.jpg,http://cleanshelf.co.ke/product/pumpkin-full,Budget
314,Pumpkin 1pc..,50,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/pumpkin-1pc.jpg,http://cleanshelf.co.ke/product/pumpkin-1pc,Budget
315,Letuce..,100,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/ptriph0szewzfgz1gxbqztrzog6bs0gj.jpg,http://cleanshelf.co.ke/product/letuce,Budget
316,Nduma Per Kg..,210,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/nduma-per-kg.png,http://cleanshelf.co.ke/product/nduma-per-kg,Budget
317,Mushroom P/pck L/s..,450,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/mushroom-ppck-ls.jpg,http://cleanshelf.co.ke/product/mushroom-ppck-ls,Budget
318,Mint Leaves..,40,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/mint-leaves.jpg,http://cleanshelf.co.ke/product/mint-leaves,Budget
319,Managu..,30,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/managu.jpg,http://cleanshelf.co.ke/product/managu,Budget
320,Maize 1pc..,50,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/maize-1pc.jpg,http://cleanshelf.co.ke/product/maize-1pc,Budget
321,Lime..,160,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/lime.jpg,http://cleanshelf.co.ke/product/lime,Budget
322,Egg Plant P/pc..,150,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/egg-plant-ppc.jpg,http://cleanshelf.co.ke/product/egg-plant-ppc,Budget
323,Ndimu Per Kg..,170,KSh,Cleanshelf,https://cleanshelf.s3.eu-central-003.backblazeb2.com/product-images/dimu-per-kg.png,http://cleanshelf.co.ke/product/ndimu-per-kg,Budget
